0,1.52792,42.50525,MCDONALD'S (MCDRIVE),AD500 ANDORRA LA VELLA
4,3.9522,50.45396,MCDONALD'S,7000 MONS
3,4.00676,50.83615,MCDONALD'S (MCDRIVE),9400 NINOVE
1,5.52909,50.67204,MCDONALD'S (MCDRIVE),4432 ANS
2,5.49662,50.61946,MCDONALD'S (MCDRIVE),4101 SERAING
