#auto generated file!
180.0;249;262;289
186.0;257;271;272
192.0;256;274;270
198.0;253;280;267
204.0;249;282;269
210.0;250;279;271
216.0;251;280;269
222.0;250;282;268
228.0;248;286;266
234.0;249;285;266
240.0;246;286;268
246.0;245;286;269
252.0;252;280;268
258.0;254;279;267
264.0;254;279;267
270.0;254;282;264
276.0;258;279;263
282.0;260;280;260
288.0;260;281;259
294.0;263;278;259
300.0;263;275;262
306.0;266;273;261
312.0;270;265;265
318.0;268;265;267
324.0;265;267;268
330.0;265;267;268
336.0;265;265;270
342.0;263;264;273
348.0;264;261;275
354.0;262;263;275
360.0;263;264;273
366.0;268;267;265
372.0;270;269;261
378.0;266;268;266
384.0;268;270;262
390.0;269;275;256
396.0;268;272;260
402.0;268;276;256
408.0;267;279;254
414.0;266;282;252
420.0;265;280;255
426.0;268;281;251
432.0;268;278;254
438.0;265;280;255
444.0;264;282;254
450.0;264;286;250
456.0;263;283;254
462.0;261;280;259
468.0;261;280;259
474.0;259;282;259
480.0;261;283;256
486.0;264;284;252
492.0;265;286;249
498.0;266;285;249
504.0;268;286;246
510.0;274;285;241
516.0;277;285;238
522.0;276;282;242
528.0;275;288;237
534.0;276;287;237
540.0;274;285;241
546.0;272;287;241
552.0;273;287;240
558.0;271;287;242
564.0;269;291;240
570.0;268;289;243
576.0;268;291;241
582.0;273;285;242
588.0;272;285;243
594.0;268;283;249
600.0;267;278;255
606.0;269;276;255
612.0;269;281;250
618.0;272;278;250
624.0;275;277;248
630.0;275;278;247
636.0;277;281;242
642.0;276;283;241
648.0;278;286;236
654.0;274;288;238
660.0;273;288;239
666.0;276;292;232
672.0;276;291;233
678.0;274;292;234
684.0;275;292;233
690.0;274;293;233
696.0;272;294;234
702.0;273;294;233
708.0;272;297;231
714.0;273;298;229
720.0;274;294;232
726.0;273;295;232
732.0;272;300;228
738.0;266;304;230
744.0;270;305;225
750.0;275;305;220
756.0;273;305;222
762.0;274;304;222
768.0;271;311;218
774.0;271;310;219
780.0;268;315;217
786.0;269;316;215
792.0;272;314;214
798.0;275;313;212
804.0;275;311;214
810.0;277;314;209
816.0;278;314;208
822.0;280;308;212
828.0;277;305;218
834.0;276;298;226
840.0;275;296;229
846.0;273;298;229
852.0;275;295;230
858.0;279;297;224
864.0;278;298;224
870.0;278;296;226
876.0;280;294;226
882.0;279;297;224
888.0;283;293;224
894.0;280;296;224
900.0;278;295;227
906.0;278;295;227
912.0;281;292;227
918.0;281;292;227
924.0;285;291;224
930.0;283;287;230
936.0;283;287;230
942.0;282;291;227
948.0;284;294;222
954.0;281;296;223
960.0;283;292;225
966.0;283;293;224
972.0;282;294;224
978.0;283;295;222
984.0;282;294;224
990.0;285;291;224
996.0;282;294;224
1002.0;285;292;223
1008.0;287;289;224
1014.0;288;293;219
1020.0;289;291;220
1026.0;284;290;226
1032.0;279;289;232
1038.0;283;288;229
1044.0;286;289;225
1050.0;290;283;227
1056.0;292;279;229
1062.0;293;277;230
1068.0;295;275;230
1074.0;294;280;226
1080.0;291;282;227
1086.0;292;281;227
1092.0;294;276;230
1098.0;300;276;224
1104.0;304;272;224
1110.0;299;275;226
1116.0;293;279;228
1122.0;291;285;224
1128.0;288;284;228
1134.0;287;286;227
1140.0;287;285;228
1146.0;287;288;225
1152.0;284;286;230
1158.0;287;284;229
1164.0;289;283;228
1170.0;289;284;227
1176.0;287;283;230
1182.0;285;284;231
1188.0;287;284;229
1194.0;288;285;227
