#auto generated file!
180.0;180;237;283
186.0;181;234;285
192.0;180;232;288
198.0;183;236;281
204.0;187;237;276
210.0;188;233;279
216.0;192;234;274
222.0;194;238;268
228.0;193;239;268
234.0;194;241;265
240.0;195;241;264
246.0;195;243;262
252.0;194;243;263
258.0;193;245;262
264.0;195;248;257
270.0;199;247;254
276.0;197;246;257
282.0;198;254;248
288.0;199;254;247
294.0;199;252;249
300.0;202;252;246
306.0;205;248;247
312.0;206;247;247
318.0;209;246;245
324.0;211;247;242
330.0;208;250;242
336.0;209;252;239
342.0;206;252;242
348.0;207;251;242
354.0;210;247;243
360.0;211;248;241
366.0;212;252;236
372.0;209;254;237
378.0;213;254;233
384.0;217;254;229
390.0;215;256;229
396.0;216;255;229
402.0;216;258;226
408.0;217;259;224
414.0;219;261;220
420.0;214;262;224
426.0;215;263;222
432.0;215;264;221
438.0;216;264;220
444.0;216;263;221
450.0;219;267;214
456.0;224;266;210
462.0;230;265;205
468.0;230;266;204
474.0;232;266;202
480.0;233;260;207
486.0;230;258;212
492.0;232;259;209
498.0;234;258;208
504.0;236;255;209
510.0;238;258;204
516.0;236;256;208
522.0;237;257;206
528.0;238;256;206
534.0;240;253;207
540.0;238;249;213
546.0;240;245;215
552.0;238;248;214
558.0;241;246;213
564.0;242;245;213
570.0;241;245;214
576.0;242;248;210
582.0;238;250;212
588.0;240;250;210
594.0;244;246;210
600.0;243;245;212
606.0;242;246;212
612.0;240;245;215
618.0;240;239;221
624.0;235;243;222
630.0;235;240;225
636.0;237;237;226
642.0;239;237;224
648.0;238;240;222
654.0;234;244;222
660.0;233;245;222
666.0;237;247;216
672.0;235;245;220
678.0;238;243;219
684.0;235;242;223
690.0;235;244;221
696.0;236;246;218
702.0;236;245;219
708.0;237;245;218
714.0;237;246;217
720.0;239;246;215
726.0;241;247;212
732.0;241;246;213
738.0;243;241;216
744.0;242;243;215
750.0;239;244;217
756.0;238;244;218
762.0;239;244;217
768.0;240;241;219
774.0;241;239;220
780.0;242;241;217
786.0;240;243;217
792.0;240;241;219
798.0;240;240;220
804.0;242;240;218
810.0;241;242;217
816.0;242;241;217
822.0;239;243;218
828.0;239;243;218
834.0;234;249;217
840.0;233;250;217
846.0;231;254;215
852.0;238;249;213
858.0;234;246;220
864.0;232;247;221
870.0;234;246;220
876.0;231;246;223
882.0;236;241;223
888.0;234;244;222
894.0;233;246;221
900.0;231;247;222
906.0;235;250;215
912.0;236;250;214
918.0;236;244;220
924.0;235;245;220
930.0;235;243;222
936.0;237;246;217
942.0;237;247;216
948.0;243;244;213
954.0;244;245;211
960.0;246;241;213
966.0;245;241;214
972.0;243;241;216
978.0;245;239;216
984.0;245;240;215
990.0;246;241;213
996.0;246;241;213
1002.0;243;247;210
1008.0;245;246;209
1014.0;246;248;206
1020.0;245;245;210
1026.0;243;248;209
1032.0;246;249;205
1038.0;247;251;202
1044.0;250;251;199
1050.0;250;254;196
1056.0;251;253;196
1062.0;252;249;199
1068.0;249;251;200
1074.0;245;252;203
1080.0;248;250;202
1086.0;246;253;201
1092.0;247;253;200
1098.0;244;253;203
1104.0;243;252;205
1110.0;243;252;205
1116.0;249;250;201
1122.0;247;251;202
1128.0;246;252;202
1134.0;248;252;200
1140.0;247;250;203
1146.0;245;253;202
1152.0;244;253;203
1158.0;244;253;203
1164.0;246;256;198
1170.0;247;255;198
1176.0;248;253;199
1182.0;251;254;195
1188.0;252;254;194
1194.0;253;252;195
