#auto generated file!
180.0;223;224;253
186.0;226;223;251
192.0;227;224;249
198.0;232;223;245
204.0;233;226;241
210.0;229;226;245
216.0;228;228;244
222.0;224;226;250
228.0;223;227;250
234.0;225;226;249
240.0;226;228;246
246.0;228;230;242
252.0;228;238;234
258.0;229;236;235
264.0;231;233;236
270.0;231;235;234
276.0;231;233;236
282.0;227;233;240
288.0;229;235;236
294.0;227;236;237
300.0;229;231;240
306.0;231;227;242
312.0;233;228;239
318.0;235;231;234
324.0;236;235;229
330.0;236;232;232
336.0;236;241;223
342.0;240;243;217
348.0;238;243;219
354.0;236;243;221
360.0;236;245;219
366.0;238;243;219
372.0;239;242;219
378.0;240;244;216
384.0;242;243;215
390.0;242;245;213
396.0;243;248;209
402.0;241;248;211
408.0;237;252;211
414.0;237;252;211
420.0;240;252;208
426.0;240;249;211
432.0;235;250;215
438.0;235;250;215
444.0;236;247;217
450.0;234;255;211
456.0;236;254;210
462.0;238;252;210
468.0;239;255;206
474.0;238;254;208
480.0;237;254;209
486.0;233;251;216
492.0;232;249;219
498.0;231;251;218
504.0;233;251;216
510.0;234;248;218
516.0;237;248;215
522.0;236;248;216
528.0;239;244;217
534.0;239;244;217
540.0;240;243;217
546.0;241;244;215
552.0;242;243;215
558.0;238;242;220
564.0;241;242;217
570.0;238;247;215
576.0;240;248;212
582.0;242;246;212
588.0;241;246;213
594.0;244;244;212
600.0;243;244;213
606.0;242;243;215
612.0;243;244;213
618.0;243;243;214
624.0;245;244;211
630.0;244;243;213
636.0;242;242;216
642.0;243;241;216
648.0;242;240;218
654.0;241;245;214
660.0;245;243;212
666.0;244;246;210
672.0;244;249;207
678.0;246;245;209
684.0;247;248;205
690.0;243;251;206
696.0;244;253;203
702.0;246;249;205
708.0;250;244;206
714.0;249;248;203
720.0;252;248;200
726.0;251;245;204
732.0;252;244;204
738.0;254;242;204
744.0;251;243;206
750.0;246;242;212
756.0;245;246;209
762.0;244;249;207
768.0;243;252;205
774.0;243;256;201
780.0;241;257;202
786.0;240;258;202
792.0;242;255;203
798.0;241;255;204
804.0;242;254;204
810.0;243;255;202
816.0;243;254;203
822.0;244;252;204
828.0;241;253;206
834.0;239;255;206
840.0;240;254;206
846.0;241;254;205
852.0;240;254;206
858.0;244;254;202
864.0;247;251;202
870.0;245;251;204
876.0;247;251;202
882.0;251;247;202
888.0;250;244;206
894.0;247;246;207
900.0;246;246;208
906.0;246;244;210
912.0;247;244;209
918.0;248;244;208
924.0;247;247;206
930.0;245;246;209
936.0;248;244;208
942.0;249;243;208
948.0;249;242;209
954.0;250;240;210
960.0;251;243;206
966.0;248;242;210
972.0;247;246;207
978.0;245;245;210
984.0;248;246;206
990.0;248;244;208
996.0;248;241;211
1002.0;247;245;208
1008.0;250;242;208
1014.0;246;242;212
1020.0;249;241;210
1026.0;251;241;208
1032.0;248;244;208
1038.0;249;236;215
1044.0;247;236;217
1050.0;242;239;219
1056.0;243;240;217
1062.0;240;238;222
1068.0;239;236;225
1074.0;240;239;221
1080.0;242;236;222
1086.0;239;237;224
1092.0;241;237;222
1098.0;241;236;223
1104.0;242;238;220
1110.0;242;239;219
1116.0;244;235;221
1122.0;242;233;225
1128.0;245;235;220
1134.0;246;234;220
1140.0;245;246;209
1146.0;245;246;209
1152.0;244;242;214
1158.0;246;243;211
1164.0;248;245;207
1170.0;247;241;212
1176.0;243;243;214
1182.0;245;245;210
1188.0;246;248;206
1194.0;245;248;207
