#auto generated file!
180.0;160;216;224
186.0;164;216;220
192.0;161;215;224
198.0;162;217;221
204.0;166;215;219
210.0;167;211;222
216.0;170;210;220
222.0;170;213;217
228.0;170;215;215
234.0;168;215;217
240.0;170;220;210
246.0;173;220;207
252.0;170;223;207
258.0;172;227;201
264.0;172;229;199
270.0;175;230;195
276.0;176;232;192
282.0;173;235;192
288.0;172;234;194
294.0;175;234;191
300.0;174;232;194
306.0;172;232;196
312.0;177;227;196
318.0;176;228;196
324.0;176;226;198
330.0;176;229;195
336.0;176;230;194
342.0;178;229;193
348.0;176;228;196
354.0;178;226;196
360.0;178;227;195
366.0;181;226;193
372.0;180;226;194
378.0;183;227;190
384.0;181;228;191
390.0;178;226;196
396.0;177;226;197
402.0;177;223;200
408.0;177;223;200
414.0;176;221;203
420.0;176;219;205
426.0;177;218;205
432.0;177;220;203
438.0;176;224;200
444.0;177;223;200
450.0;178;224;198
456.0;179;224;197
462.0;181;229;190
468.0;181;226;193
474.0;180;225;195
480.0;184;223;193
486.0;191;224;185
492.0;193;226;181
498.0;194;226;180
504.0;194;226;180
510.0;194;229;177
516.0;194;230;176
522.0;192;232;176
528.0;194;230;176
534.0;193;232;175
540.0;195;232;173
546.0;192;229;179
552.0;191;226;183
558.0;192;222;186
564.0;194;224;182
570.0;197;224;179
576.0;197;222;181
582.0;199;225;176
588.0;202;221;177
594.0;201;221;178
600.0;202;223;175
606.0;205;219;176
612.0;206;215;179
618.0;204;213;183
624.0;204;212;184
630.0;202;214;184
636.0;202;213;185
642.0;206;212;182
648.0;207;207;186
654.0;210;203;187
660.0;206;204;190
666.0;202;207;191
672.0;203;208;189
678.0;203;209;188
684.0;202;211;187
690.0;202;213;185
696.0;198;216;186
702.0;201;218;181
708.0;202;217;181
714.0;205;215;180
720.0;203;215;182
726.0;204;216;180
732.0;200;217;183
738.0;199;218;183
744.0;200;217;183
750.0;196;221;183
756.0;197;220;183
762.0;197;217;186
768.0;199;216;185
774.0;201;215;184
780.0;204;213;183
786.0;206;211;183
792.0;206;211;183
798.0;206;211;183
804.0;201;212;187
810.0;206;210;184
816.0;208;210;182
822.0;209;206;185
828.0;210;201;189
834.0;209;202;189
840.0;209;200;191
846.0;214;202;184
852.0;213;202;185
858.0;210;201;189
864.0;211;200;189
870.0;212;203;185
876.0;212;200;188
882.0;210;197;193
888.0;209;199;192
894.0;212;200;188
900.0;211;198;191
906.0;214;196;190
912.0;216;196;188
918.0;218;196;186
924.0;221;197;182
930.0;223;194;183
936.0;225;195;180
942.0;228;192;180
948.0;229;191;180
954.0;231;190;179
960.0;233;191;176
966.0;230;190;180
972.0;229;193;178
978.0;231;193;176
984.0;230;193;177
990.0;233;190;177
996.0;236;192;172
1002.0;236;191;173
1008.0;233;195;172
1014.0;231;195;174
1020.0;231;190;179
1026.0;236;184;180
1032.0;237;186;177
1038.0;237;184;179
1044.0;237;183;180
1050.0;236;181;183
1056.0;236;179;185
1062.0;239;179;182
1068.0;236;180;184
1074.0;240;176;184
1080.0;238;181;181
1086.0;240;180;180
1092.0;239;178;183
1098.0;238;180;182
1104.0;238;183;179
1110.0;239;182;179
1116.0;236;185;179
1122.0;236;187;177
1128.0;239;187;174
1134.0;239;187;174
1140.0;237;189;174
1146.0;237;189;174
1152.0;237;190;173
1158.0;237;193;170
1164.0;238;189;173
1170.0;239;191;170
1176.0;239;190;171
1182.0;240;192;168
1188.0;240;190;170
1194.0;237;191;172
